DDF_opt_mb_monthly_cte,stats_mb_monthly_cte,DDF_opt_mb_monthly_var_an_cycle,stats_mb_monthly_var_an_cycle,DDF_opt_mb_daily_cte,stats_mb_daily_cte,DDF_opt_mb_daily_var_an_cycle,stats_mb_daily_var_an_cycle,DDF_opt_mb_real_daily_cte,stats_mb_real_daily_cte,DDF_opt_mb_real_daily_var_an_cycle,stats_mb_real_daily_var_an_cycle
173.340853870025,"{'RMSD': 172.13422557783898, 'bias': 8.693740414855711e-05, 'rcor': 0.8801663174330732, 'quot_std': 1.1226321341835155}",154.51034792429277,"{'RMSD': 158.60849560278797, 'bias': 5.0748021976687596e-05, 'rcor': 0.8850077787811365, 'quot_std': 1.058333591798805}",157.12701694270146,"{'RMSD': 162.27226602386492, 'bias': 0.37040518624780816, 'rcor': 0.8756480787784618, 'quot_std': 1.042014682221704}",140.36143692952444,"{'RMSD': 155.88408230522955, 'bias': 0.3387850884346335, 'rcor': 0.8762491231811491, 'quot_std': 0.9939644347570118}",157.97942971125997,"{'RMSD': 180.09259236403435, 'bias': -8.023548775781819e-05, 'rcor': 0.8561280737702769, 'quot_std': 1.0822859770239022}",132.0822137222075,"{'RMSD': 162.8514311790419, 'bias': -3.973484808739158e-05, 'rcor': 0.8592952756952108, 'quot_std': 0.9632776365839398}"
309.89530897483576,"{'RMSD': 117.93740359192842, 'bias': 0.00016278557075111166, 'rcor': 0.7485596193108898, 'quot_std': 1.314934481065407}",256.2552052723747,"{'RMSD': 105.18844770977799, 'bias': -0.00016863030487002106, 'rcor': 0.7447173119557252, 'quot_std': 1.1493745978396597}",257.33821333199097,"{'RMSD': 104.81982703343664, 'bias': 0.5190043149247003, 'rcor': 0.7476867287592185, 'quot_std': 1.15236434717431}",216.99876884953886,"{'RMSD': 97.79414701512557, 'bias': 0.4569446096812726, 'rcor': 0.7469477044150646, 'quot_std': 1.042833152245119}",259.2944730227901,"{'RMSD': 93.55533173449912, 'bias': 7.63317686960363e-05, 'rcor': 0.7946693299552434, 'quot_std': 1.1306735861865036}",195.70021548083298,"{'RMSD': 83.81381283040773, 'bias': 2.670498054158088e-05, 'rcor': 0.7995498149458597, 'quot_std': 0.9732188485492093}"
181.67479573352335,"{'RMSD': 84.70828136744753, 'bias': 8.063741347541509e-05, 'rcor': 0.8658629197040761, 'quot_std': 0.8751547129813271}",165.79757816691244,"{'RMSD': 83.38985949950235, 'bias': 2.2925677058083238e-05, 'rcor': 0.869779728996107, 'quot_std': 0.8108130781893006}",156.9487409845569,"{'RMSD': 83.25283096656698, 'bias': 0.37945400436251475, 'rcor': 0.8697799847513235, 'quot_std': 0.8367282099795745}",144.36846760859402,"{'RMSD': 83.5524200197332, 'bias': 0.3561348869006906, 'rcor': 0.8695944088935388, 'quot_std': 0.801459413838068}",157.6788404521009,"{'RMSD': 82.22516478130618, 'bias': 8.938754012888239e-05, 'rcor': 0.8755117038945817, 'quot_std': 0.9048524800383344}",137.8759032890937,"{'RMSD': 79.96169781002561, 'bias': 2.8278103627599194e-05, 'rcor': 0.8805798744653953, 'quot_std': 0.8543214452342441}"
286.4211806454376,"{'RMSD': 102.73469989828904, 'bias': 7.911945067462511e-05, 'rcor': 0.7728019437336331, 'quot_std': 1.3324356283175953}",245.6263518176904,"{'RMSD': 93.32038422330051, 'bias': -8.80849590885191e-05, 'rcor': 0.7754214518034939, 'quot_std': 1.216007396754289}",246.64072469052715,"{'RMSD': 85.64299511465032, 'bias': 0.49586810412779414, 'rcor': 0.8097613162550107, 'quot_std': 1.2027300550339926}",214.51958916910377,"{'RMSD': 79.2207427526369, 'bias': 0.452825834559917, 'rcor': 0.8155039798122425, 'quot_std': 1.121085427029032}",247.31153849797195,"{'RMSD': 78.64456648247811, 'bias': -3.530119261085929e-05, 'rcor': 0.84242904413149, 'quot_std': 1.2020170356450597}",197.35241090483063,"{'RMSD': 70.48677905271802, 'bias': -0.00014070842894398083, 'rcor': 0.8451634720149876, 'quot_std': 1.0773635276583944}"
322.0038207369587,"{'RMSD': 91.36326876623528, 'bias': 8.973055003025365e-05, 'rcor': 0.9049904379886368, 'quot_std': 1.1173752467670655}",259.2800213966137,"{'RMSD': 72.65137464505386, 'bias': -6.922807779119466e-05, 'rcor': 0.9195801750072857, 'quot_std': 0.8785564121828462}",263.99718017898397,"{'RMSD': 75.3555914451785, 'bias': 0.544364160411078, 'rcor': 0.9136408591347595, 'quot_std': 0.9121056836792419}",218.25168181822468,"{'RMSD': 80.18738133604401, 'bias': 0.4683080015200858, 'rcor': 0.9069994680208467, 'quot_std': 0.7756927383351915}",267.52036115187934,"{'RMSD': 73.02149920987668, 'bias': 0.00012274027642433794, 'rcor': 0.9200214845403646, 'quot_std': 0.9370679375891531}",197.91136959900322,"{'RMSD': 74.5353858700621, 'bias': -5.199027168600878e-05, 'rcor': 0.9209747048341915, 'quot_std': 0.7894110598850995}"
311.68168379775125,"{'RMSD': 121.00255430638106, 'bias': 0.00017767079157238186, 'rcor': 0.8344902285816606, 'quot_std': 1.745900085813237}",285.9889028223816,"{'RMSD': 114.47283546498129, 'bias': 0.00017272336344831274, 'rcor': 0.8302240007558925, 'quot_std': 1.6698747546982626}",271.63286422157927,"{'RMSD': 106.93567307236891, 'bias': 0.5880668840495673, 'rcor': 0.8417388828146263, 'quot_std': 1.6126901889425833}",251.24003119378713,"{'RMSD': 103.10133020069782, 'bias': 0.5589417832006802, 'rcor': 0.8372655716317764, 'quot_std': 1.5618965118152217}",271.913525451692,"{'RMSD': 103.26482463413616, 'bias': 0.0002457990844959568, 'rcor': 0.8486283000185247, 'quot_std': 1.587458805521958}",243.71160303188026,"{'RMSD': 99.18272497612807, 'bias': -7.98815528924024e-05, 'rcor': 0.8437214710085307, 'quot_std': 1.5323933704647519}"
200.59865496289478,"{'RMSD': 209.00049675752757, 'bias': 5.889703288630699e-05, 'rcor': 0.6054872057858363, 'quot_std': 1.059680170812761}",180.06102722872967,"{'RMSD': 196.48394288255216, 'bias': 0.00013326468865670904, 'rcor': 0.6174169146134444, 'quot_std': 0.9805230800382924}",176.853193848186,"{'RMSD': 183.5436432905757, 'bias': 0.41897144848235257, 'rcor': 0.6619894835457033, 'quot_std': 0.9692975831745855}",160.1020642223299,"{'RMSD': 177.31947335633197, 'bias': 0.3908233869478863, 'rcor': 0.6687188718001341, 'quot_std': 0.9235006805277431}",179.20436708488396,"{'RMSD': 187.32363059641557, 'bias': 7.86055798016605e-05, 'rcor': 0.6997830326333976, 'quot_std': 1.0963695812761451}",152.55996676670003,"{'RMSD': 175.2384247693152, 'bias': -5.9383099141996354e-05, 'rcor': 0.7064935168915141, 'quot_std': 1.0104298064500794}"
290.3898454530233,"{'RMSD': 336.8549891955396, 'bias': 0.0001716352828680101, 'rcor': 0.916017648970785, 'quot_std': 1.5899610985164976}",251.7592846702106,"{'RMSD': 287.0574521881013, 'bias': 0.0001585680054176919, 'rcor': 0.8813560872617433, 'quot_std': 1.376696300249358}",255.55619097573262,"{'RMSD': 263.0157552943682, 'bias': 0.5248178913443553, 'rcor': 0.9263898114307073, 'quot_std': 1.400520838194308}",223.64402364627992,"{'RMSD': 232.9968703736543, 'bias': 0.4680992566527493, 'rcor': 0.9046019251955975, 'quot_std': 1.25672577142654}",260.60385945930904,"{'RMSD': 267.0974505167571, 'bias': 2.117267331414041e-05, 'rcor': 0.9586203595699525, 'quot_std': 1.4815081578676752}",210.77251718037851,"{'RMSD': 208.88618396092346, 'bias': -2.8917611416545697e-05, 'rcor': 0.9527617089846426, 'quot_std': 1.3039272134336244}"
239.65762310566907,"{'RMSD': 126.0487282555111, 'bias': 9.848628337749687e-06, 'rcor': 0.7502831826531576, 'quot_std': 1.2804828992165058}",215.41668823974226,"{'RMSD': 120.57251848942225, 'bias': 4.999905354452494e-05, 'rcor': 0.7511732100343936, 'quot_std': 1.2234592101021815}",212.20291327334263,"{'RMSD': 116.80755260266321, 'bias': 0.4652373374152603, 'rcor': 0.7552783482830994, 'quot_std': 1.190752853110905}",192.0157753098307,"{'RMSD': 112.91956290047472, 'bias': 0.43433687416086286, 'rcor': 0.7581396321343608, 'quot_std': 1.151390181815479}",213.79971650681992,"{'RMSD': 115.68277002834533, 'bias': -3.2362561341869878e-06, 'rcor': 0.7614914852696312, 'quot_std': 1.1938070229049607}",184.84022288962348,"{'RMSD': 112.68577155204149, 'bias': -0.00011216091104415682, 'rcor': 0.7590253898201533, 'quot_std': 1.1509243308964905}"
264.2610753848349,"{'RMSD': 286.1676165035531, 'bias': -1.4716253645019606e-05, 'rcor': 0.9372219075892618, 'quot_std': 1.7790232048578247}",227.49710394865235,"{'RMSD': 227.15488302476524, 'bias': 2.422883005692711e-05, 'rcor': 0.9159956524040139, 'quot_std': 1.519602967015304}",227.69173937682027,"{'RMSD': 208.67017359609977, 'bias': 0.4665106877718017, 'rcor': 0.9364117064148039, 'quot_std': 1.4909931422254745}",198.0110902964305,"{'RMSD': 175.0336774419371, 'bias': 0.4164694004498415, 'rcor': 0.9232901317903811, 'quot_std': 1.3265841175527648}",233.5387404282195,"{'RMSD': 218.45442722928615, 'bias': -7.029398170743661e-05, 'rcor': 0.9554190487570584, 'quot_std': 1.5674218459270821}",186.80140851472004,"{'RMSD': 168.8079758709195, 'bias': -3.524570843183028e-06, 'rcor': 0.9576004570456381, 'quot_std': 1.3868464144819794}"
263.7693498467627,"{'RMSD': 379.2454365579627, 'bias': -8.148710776367807e-06, 'rcor': 0.5587522236260561, 'quot_std': 1.723286910701142}",223.04364165859175,"{'RMSD': 320.2823359863771, 'bias': 1.2890536027043709e-05, 'rcor': 0.5937895054324975, 'quot_std': 1.4987703944044255}",228.45499658702698,"{'RMSD': 302.2674814735208, 'bias': 0.605787372519444, 'rcor': 0.5743746360581747, 'quot_std': 1.3794666636421224}",195.72431699353442,"{'RMSD': 264.3818645882653, 'bias': 0.5342512304393949, 'rcor': 0.6049552201016112, 'quot_std': 1.2255418614894562}",232.6172608048766,"{'RMSD': 307.3545319401748, 'bias': -8.057768718572333e-05, 'rcor': 0.5912596914698169, 'quot_std': 1.431339025238156}",185.76514975633688,"{'RMSD': 255.67654993512613, 'bias': -6.656509344793449e-05, 'rcor': 0.6050872530859143, 'quot_std': 1.1747189476104996}"
185.12563395647578,"{'RMSD': 88.42878569934568, 'bias': -0.00010094017784467724, 'rcor': 0.6226084307839748, 'quot_std': 1.1105529840962816}",164.73380208734588,"{'RMSD': 84.8250101356774, 'bias': 0.0001658065398260078, 'rcor': 0.6158342779036075, 'quot_std': 1.0255165061195037}",164.77439882225178,"{'RMSD': 79.63247855288056, 'bias': 0.37815487080308685, 'rcor': 0.6223267640443924, 'quot_std': 0.9215476425282475}",148.06068554087705,"{'RMSD': 75.90195751065086, 'bias': 0.3473619605103977, 'rcor': 0.6357080979015354, 'quot_std': 0.8527676649149901}",164.27517605978048,"{'RMSD': 81.47231915989195, 'bias': 5.156723204891023e-06, 'rcor': 0.5614917327481441, 'quot_std': 0.8021347053636645}",140.05495086542888,"{'RMSD': 77.62976347220618, 'bias': 0.00012734914321299584, 'rcor': 0.5936551036991776, 'quot_std': 0.766527596804937}"
,,,,,,,,,,,
222.14716910595317,"{'RMSD': 312.78936071517444, 'bias': -6.740499884472229e-06, 'rcor': 0.7420466119330746, 'quot_std': 1.3978835675650871}",187.607913012675,"{'RMSD': 247.1342739846585, 'bias': 7.782020611557527e-05, 'rcor': 0.7911330601703717, 'quot_std': 1.2161950350825343}",194.86229831557705,"{'RMSD': 263.44877284147566, 'bias': 0.49805652128247857, 'rcor': 0.7518859377606678, 'quot_std': 1.2017139870888516}",166.4277838854947,"{'RMSD': 218.44174826121073, 'bias': 0.44473537406202013, 'rcor': 0.7934202521989068, 'quot_std': 1.0694428085990415}",197.37867246434703,"{'RMSD': 235.76304452391045, 'bias': -0.00010022411629506678, 'rcor': 0.7960905966333482, 'quot_std': 1.1729346542345827}",156.48974986153863,"{'RMSD': 194.41468384795175, 'bias': 9.177234596791095e-05, 'rcor': 0.814915724433654, 'quot_std': 0.978291995581765}"
,,,,,,,,,,,
106.38217685600524,"{'RMSD': 119.77606503738704, 'bias': -7.672558649574057e-05, 'rcor': 0.9441253133728366, 'quot_std': 0.7982340428144963}",92.01158331985663,"{'RMSD': 125.05018894887384, 'bias': 7.32640891101255e-05, 'rcor': 0.9521076116779292, 'quot_std': 0.7205960178461464}",99.50399255077998,"{'RMSD': 121.95617978063895, 'bias': 0.1844229973506799, 'rcor': 0.9452046525121838, 'quot_std': 0.7723422849017458}",86.20197319942753,"{'RMSD': 131.82648615748224, 'bias': 0.16103853356321451, 'rcor': 0.9488718239195449, 'quot_std': 0.6980785745332874}",97.65639152635268,"{'RMSD': 134.44692031111362, 'bias': -0.00011701360074312106, 'rcor': 0.972114641036344, 'quot_std': 0.6276972604999874}",78.96469627608514,"{'RMSD': 152.1054647629737, 'bias': -0.00012741960881612613, 'rcor': 0.9804955018613221, 'quot_std': 0.55699724871408}"
465.13331528875943,"{'RMSD': 209.9641859969306, 'bias': 0.0001772185662503034, 'rcor': 0.6724655145175843, 'quot_std': 1.5247533558941633}",388.3092921366784,"{'RMSD': 204.27555247401344, 'bias': -2.9569742991952808e-05, 'rcor': 0.6728808632936769, 'quot_std': 1.4854953355082148}",397.64221754688737,"{'RMSD': 178.73967426752722, 'bias': 0.6335604532156367, 'rcor': 0.6940730349578097, 'quot_std': 1.3349152510060285}",338.96174191660293,"{'RMSD': 180.21901055421318, 'bias': 0.581328820819067, 'rcor': 0.6775816507031518, 'quot_std': 1.314537664780761}",388.1848167628057,"{'RMSD': 160.6403376855329, 'bias': -9.545677301048272e-05, 'rcor': 0.7145026575097981, 'quot_std': 1.2289256919317175}",302.0445117836751,"{'RMSD': 161.70323197270156, 'bias': -0.00040754826000011235, 'rcor': 0.6864357865241005, 'quot_std': 1.176057456711831}"
545.2275679603636,"{'RMSD': 204.2302813243031, 'bias': 0.0002550423462253093, 'rcor': 0.6056381636020616, 'quot_std': 1.8236256482839373}",437.76427044439794,"{'RMSD': 182.89280999576818, 'bias': -0.00011490440169836802, 'rcor': 0.6038585764818641, 'quot_std': 1.635652194788349}",453.10138599236035,"{'RMSD': 172.47519847498052, 'bias': 0.7461252097457418, 'rcor': 0.6209465088848619, 'quot_std': 1.5684459607343066}",372.781004300325,"{'RMSD': 161.7193222300045, 'bias': 0.6536029066647302, 'rcor': 0.6137715533050667, 'quot_std': 1.4553859444118924}",446.9045310295996,"{'RMSD': 166.47271562860539, 'bias': -0.00020372563187720516, 'rcor': 0.6121714954236175, 'quot_std': 1.4981810151155863}",330.1459500824603,"{'RMSD': 150.28004582607477, 'bias': 0.0001048220643156128, 'rcor': 0.6069276229004491, 'quot_std': 1.3286180046823748}"
673.4755865748585,"{'RMSD': 215.98635045115742, 'bias': 6.040000698703807e-06, 'rcor': 0.7073430973893573, 'quot_std': 2.749510485675205}",531.8362815648645,"{'RMSD': 190.2911076231881, 'bias': -0.00018166027632560144, 'rcor': 0.7152541703768271, 'quot_std': 2.4859685850302236}",545.3245438880183,"{'RMSD': 173.45378984439623, 'bias': 0.8564988378873295, 'rcor': 0.7226118426939618, 'quot_std': 2.3139636859530572}",442.4481518146407,"{'RMSD': 159.23039237624138, 'bias': 0.7446996805604158, 'rcor': 0.7232633094293255, 'quot_std': 2.1585359384908855}",533.2115582611824,"{'RMSD': 163.56616936665228, 'bias': 1.028161926797111e-05, 'rcor': 0.7234091536921434, 'quot_std': 2.206702657344176}",382.7980699868974,"{'RMSD': 139.39387782060484, 'bias': -1.9877305589943717e-05, 'rcor': 0.7313302204888246, 'quot_std': 1.9475309448396234}"
341.8211456933539,"{'RMSD': 151.6674723534064, 'bias': 0.0001182843952847179, 'rcor': 0.6801862258945006, 'quot_std': 1.7548381552144399}",291.77547003831774,"{'RMSD': 141.438326301695, 'bias': -0.00017739964869178948, 'rcor': 0.6792384837745578, 'quot_std': 1.645832571054274}",300.11748512472764,"{'RMSD': 138.18693191286062, 'bias': 0.536950928579131, 'rcor': 0.6843176738961956, 'quot_std': 1.6194073683046266}",259.3266339034497,"{'RMSD': 131.7137976088661, 'bias': 0.48614189664920104, 'rcor': 0.6818255913773216, 'quot_std': 1.5440897313956148}",299.8065925311999,"{'RMSD': 134.65428656350008, 'bias': 0.00013478488699547597, 'rcor': 0.6813808314284758, 'quot_std': 1.5758908011769452}",239.69578458478472,"{'RMSD': 124.56489913055823, 'bias': -2.965186649817042e-05, 'rcor': 0.6788683650878595, 'quot_std': 1.4572794643124982}"
757.9394350964633,"{'RMSD': 443.96968856217455, 'bias': -0.00010029702127667406, 'rcor': 0.7827205118210475, 'quot_std': 5.502078565990634}",560.6266049653821,"{'RMSD': 361.94051035344575, 'bias': 0.00015647872533008922, 'rcor': 0.8174369951048502, 'quot_std': 4.648923871095757}",584.7836817009496,"{'RMSD': 309.15278250917004, 'bias': 0.9835161345598067, 'rcor': 0.8598698395133375, 'quot_std': 4.123609262897932}",452.29165126843134,"{'RMSD': 263.8617810640938, 'bias': 0.8118241244954447, 'rcor': 0.8753975586989817, 'quot_std': 3.6482507161059585}",570.1023054577236,"{'RMSD': 279.86371957341873, 'bias': -2.7637337723263045e-05, 'rcor': 0.8811645462656308, 'quot_std': 3.830126180846018}",385.4849992028287,"{'RMSD': 226.51690381998426, 'bias': 0.00011055474749355199, 'rcor': 0.8891659697032337, 'quot_std': 3.2570426209048553}"
314.35616338933175,"{'RMSD': 183.5072905325088, 'bias': -8.2721725675583e-05, 'rcor': 0.7778074036589305, 'quot_std': 2.3569865345225893}",265.3999013201561,"{'RMSD': 167.48396611180445, 'bias': -1.308991545556637e-05, 'rcor': 0.7720676072609681, 'quot_std': 2.18720395932829}",260.86868635322475,"{'RMSD': 143.1882686812199, 'bias': 0.5647915546811646, 'rcor': 0.8272257977637043, 'quot_std': 2.0252329500418216}",224.4713073276798,"{'RMSD': 133.71025450499698, 'bias': 0.5126632901041148, 'rcor': 0.8183267846357941, 'quot_std': 1.9126195633175227}",257.73773487286013,"{'RMSD': 137.48936155095726, 'bias': -2.107260047523596e-05, 'rcor': 0.8335422907494202, 'quot_std': 1.977177873968405}",206.95238216248367,"{'RMSD': 122.94494365500292, 'bias': 4.01193155994406e-05, 'rcor': 0.8270538388424833, 'quot_std': 1.8142718188606766}"
356.82772482233037,"{'RMSD': 238.8526916201964, 'bias': -2.7467886638987693e-05, 'rcor': 0.81194723624967, 'quot_std': 3.0086035497969643}",300.9143229689463,"{'RMSD': 201.1280411296316, 'bias': -0.0001490975757860724, 'rcor': 0.8439370931838599, 'quot_std': 2.676354255859723}",293.50915688094614,"{'RMSD': 167.25020913166912, 'bias': 0.61793482375856, 'rcor': 0.866591096250354, 'quot_std': 2.36929610165788}",252.70681625256847,"{'RMSD': 145.29407001158583, 'bias': 0.552519645160487, 'rcor': 0.8823384963840621, 'quot_std': 2.1713231607788055}",292.53357861282564,"{'RMSD': 156.52586584818206, 'bias': 0.0001163212032224692, 'rcor': 0.8843017745278482, 'quot_std': 2.288018001345481}",237.56793027888867,"{'RMSD': 134.39545409146052, 'bias': -2.870314506253635e-05, 'rcor': 0.8913016168561992, 'quot_std': 2.074739710054185}"
314.38861543639933,"{'RMSD': 145.89090439943558, 'bias': 5.622823937301291e-05, 'rcor': 0.7190576886425334, 'quot_std': 1.9635575200604505}",271.7362861791743,"{'RMSD': 134.33930868409064, 'bias': -0.00012881339137038594, 'rcor': 0.7081600487187348, 'quot_std': 1.8153361554254508}",256.9711614578605,"{'RMSD': 115.84968904025831, 'bias': 0.5524469055212649, 'rcor': 0.736317274450929, 'quot_std': 1.6443462285320698}",226.68082071706743,"{'RMSD': 111.09063465694878, 'bias': 0.5062953481717614, 'rcor': 0.723769435464931, 'quot_std': 1.5631741409436386}",252.79701908754117,"{'RMSD': 108.02293459198677, 'bias': 6.287973008056724e-05, 'rcor': 0.750123984538376, 'quot_std': 1.5733369299651243}",211.1195395834837,"{'RMSD': 101.28276143746305, 'bias': 1.5069869050421403e-06, 'rcor': 0.7372589571840056, 'quot_std': 1.4623760228522393}"
318.15974187262725,"{'RMSD': 118.64665905799659, 'bias': 0.000129754798194881, 'rcor': 0.8601863421288848, 'quot_std': 1.4873044068089347}",263.5902877936946,"{'RMSD': 86.90925826147775, 'bias': -0.0001685146130512294, 'rcor': 0.8929660930028787, 'quot_std': 1.2777116318981667}",271.17754589610473,"{'RMSD': 85.07437805402711, 'bias': 0.5136352202074477, 'rcor': 0.8891211720539685, 'quot_std': 1.2472409517085994}",228.6576000672884,"{'RMSD': 72.58468653251425, 'bias': 0.4587601388744815, 'rcor': 0.8998430265172709, 'quot_std': 1.142188909289423}",274.5610517437894,"{'RMSD': 92.05682337346364, 'bias': 4.598365342189936e-05, 'rcor': 0.8827614514314592, 'quot_std': 1.2993766445938126}",209.06748311627166,"{'RMSD': 76.85404928447319, 'bias': 0.00012680853933488834, 'rcor': 0.8896780967917387, 'quot_std': 1.1561536934939751}"
310.94374960488705,"{'RMSD': 148.22412047107372, 'bias': -7.919643462628301e-05, 'rcor': 0.6915932946102188, 'quot_std': 1.1781439631656643}",249.36132234639322,"{'RMSD': 134.63170257075288, 'bias': -0.0001173146624751098, 'rcor': 0.7159845299959597, 'quot_std': 1.0912653149069775}",279.5734692593992,"{'RMSD': 134.95026961449238, 'bias': 0.4707989644812187, 'rcor': 0.7244284832683675, 'quot_std': 1.1179110802216647}",226.49367214057088,"{'RMSD': 123.60462252024128, 'bias': 0.4165906335942964, 'rcor': 0.7434654035516228, 'quot_std': 1.033349700138542}",279.0844695478221,"{'RMSD': 123.59700241291513, 'bias': 1.8945420379168354e-05, 'rcor': 0.765335693197252, 'quot_std': 1.1030019244444211}",194.7786765993834,"{'RMSD': 113.2476919052673, 'bias': 0.00019031565580007737, 'rcor': 0.7606574113403249, 'quot_std': 0.9290696442942185}"
147.75668124544063,"{'RMSD': 166.45763952678584, 'bias': -4.725353039702895e-05, 'rcor': 0.4948092420281181, 'quot_std': 0.9941190433367342}",134.79254924870693,"{'RMSD': 161.1224859684736, 'bias': -0.00015483799234061735, 'rcor': 0.531628648050421, 'quot_std': 1.003741086736276}",135.9590200850315,"{'RMSD': 159.2286441121392, 'bias': 0.2639450727036774, 'rcor': 0.5332144326095314, 'quot_std': 0.9849713682990325}",124.39348446026855,"{'RMSD': 155.40384826256215, 'bias': 0.25036980863046665, 'rcor': 0.5596790662986213, 'quot_std': 0.9939669137145537}",136.80697721953564,"{'RMSD': 157.90489887600737, 'bias': 8.858583771598205e-05, 'rcor': 0.5752939898695842, 'quot_std': 1.054562946720767}",118.85422694521984,"{'RMSD': 155.87284865478108, 'bias': 9.981558423532988e-05, 'rcor': 0.5739537872717009, 'quot_std': 1.0291265044515976}"
199.96331667118204,"{'RMSD': 119.89570569602941, 'bias': -4.6590733518314664e-05, 'rcor': 0.6722464384563551, 'quot_std': 0.7725787852749383}",150.70943193608838,"{'RMSD': 110.3180292268188, 'bias': 0.00011150818727401202, 'rcor': 0.7244197537491845, 'quot_std': 0.7133987133551389}",170.77533640998317,"{'RMSD': 111.92348368753501, 'bias': 0.39642914724947786, 'rcor': 0.7161355300410609, 'quot_std': 0.6588091854611948}",132.50154797840295,"{'RMSD': 108.45943919756783, 'bias': 0.32358811112158037, 'rcor': 0.7431773390628347, 'quot_std': 0.6233346011811483}",170.24539597901884,"{'RMSD': 109.2941872090726, 'bias': 7.083826233156287e-05, 'rcor': 0.7339717167670332, 'quot_std': 0.6497807437940083}",122.02996732872256,"{'RMSD': 109.02564365730376, 'bias': 2.7148095114171156e-05, 'rcor': 0.7552154880455373, 'quot_std': 0.5588185916477072}"
211.34290074185617,"{'RMSD': 137.42545210307628, 'bias': 9.529142835162929e-05, 'rcor': 0.8449859138246967, 'quot_std': 0.7655588786378136}",173.6796639003816,"{'RMSD': 121.2150706613268, 'bias': 0.00016117495761136524, 'rcor': 0.8908567903493742, 'quot_std': 0.7311286963574976}",189.45560922493644,"{'RMSD': 125.56625965334169, 'bias': 0.42847680311615477, 'rcor': 0.8858929631733427, 'quot_std': 0.7015250648028029}",157.91897826196043,"{'RMSD': 122.0673454487553, 'bias': 0.3750567406027585, 'rcor': 0.9030830630002658, 'quot_std': 0.6723848991333983}",191.10687184630115,"{'RMSD': 128.05813304364986, 'bias': 6.533064902214392e-05, 'rcor': 0.875360715785772, 'quot_std': 0.7207385856569977}",143.2536289368595,"{'RMSD': 135.48140209999252, 'bias': 2.387866720710008e-05, 'rcor': 0.8808319681048448, 'quot_std': 0.622311236350473}"
79.2668287044714,"{'RMSD': 135.25656632897758, 'bias': -5.0156665110989707e-05, 'rcor': 0.7403934357477082, 'quot_std': 0.5043670935678364}",64.56635507534097,"{'RMSD': 135.77802125338357, 'bias': 7.230394692214759e-05, 'rcor': 0.7533750435926365, 'quot_std': 0.4710901091384711}",74.4800395262602,"{'RMSD': 136.4908371115384, 'bias': 0.142146009420685, 'rcor': 0.7422626410186736, 'quot_std': 0.48146441302854626}",60.99059839446341,"{'RMSD': 137.76169352685181, 'bias': 0.12436885858454616, 'rcor': 0.7495382829886962, 'quot_std': 0.45139060002127035}",74.31609573389692,"{'RMSD': 135.23716382426676, 'bias': 3.5778903964001074e-05, 'rcor': 0.7578787542115051, 'quot_std': 0.47050998000148503}",55.761939652394204,"{'RMSD': 139.00748638852434, 'bias': 8.741767942410661e-06, 'rcor': 0.7614734631813357, 'quot_std': 0.4196570005744781}"
,,,,,,,,,,,
209.09607791742502,"{'RMSD': 95.99785100290262, 'bias': -0.00012142415721427824, 'rcor': 0.8175186404294359, 'quot_std': 1.1993118988324578}",184.04454154217328,"{'RMSD': 89.83099852103028, 'bias': 2.1512764533326845e-05, 'rcor': 0.8269538625274142, 'quot_std': 1.1475612893845455}",185.48145892990283,"{'RMSD': 89.77319590644792, 'bias': 0.4167387659774704, 'rcor': 0.8240319240595784, 'quot_std': 1.1366875700757821}",164.9636141411978,"{'RMSD': 85.58489948391377, 'bias': 0.3839496182184803, 'rcor': 0.8305960710502331, 'quot_std': 1.097534981626922}",185.05295521490686,"{'RMSD': 88.7376781939984, 'bias': 0.00012934380788465205, 'rcor': 0.8237284473718705, 'quot_std': 1.1204562601555734}",155.92014511626883,"{'RMSD': 82.21790131826133, 'bias': -0.00014025247787685657, 'rcor': 0.8343068519696695, 'quot_std': 1.0556722408034218}"
,,,,,,,,,,,
163.64285108859573,"{'RMSD': 78.89650751819185, 'bias': -2.4834128680595313e-05, 'rcor': 0.8543268220113981, 'quot_std': 0.9808446328152782}",148.87937052206746,"{'RMSD': 78.35967476211808, 'bias': 0.00012656114415676711, 'rcor': 0.8529836655241148, 'quot_std': 0.9572265914518665}",147.44666326660246,"{'RMSD': 70.08473098298573, 'bias': 0.32949032706051185, 'rcor': 0.8804150533797617, 'quot_std': 0.9349158216573108}",134.97220033759976,"{'RMSD': 70.32823672978316, 'bias': 0.31061949196100613, 'rcor': 0.8783390105297958, 'quot_std': 0.9181679120043161}",147.01786389505034,"{'RMSD': 68.59224121517595, 'bias': -0.0001540677025104742, 'rcor': 0.8855455876787922, 'quot_std': 0.9355613353406271}",128.81666179400474,"{'RMSD': 68.63693853412443, 'bias': -0.0001435352481848895, 'rcor': 0.8834100147093791, 'quot_std': 0.9025859476655577}"
