0,0,DDF_opt_mb_monthly_cte,stats_mb_monthly_cte,DDF_opt_mb_monthly_var_an_cycle,stats_mb_monthly_var_an_cycle,DDF_opt_mb_daily_cte,stats_mb_daily_cte,DDF_opt_mb_daily_var_an_cycle,stats_mb_daily_var_an_cycle,DDF_opt_mb_real_daily_cte,stats_mb_real_daily_cte,DDF_opt_mb_real_daily_var_an_cycle,stats_mb_real_daily_var_an_cycle
RGI60-11.00603,RGI60-11.00603,199.83962287637388,"{'RMSD': 106.4053107275031, 'bias': -0.00012038847467010783, 'rcor': 0.74178976491493, 'quot_std': 1.0070722834792196}",178.84490608744724,"{'RMSD': 98.64093096330157, 'bias': -5.0775099225575104e-05, 'rcor': 0.7661942525285441, 'quot_std': 0.9565864254480343}",172.49143436354012,"{'RMSD': 96.933977743921, 'bias': -0.05442673715810997, 'rcor': 0.7756604801966023, 'quot_std': 0.9632309066257643}",155.90398142488112,"{'RMSD': 91.49079288171009, 'bias': -0.05020579147026183, 'rcor': 0.7936333354707014, 'quot_std': 0.9270542400590568}",176.23906351148625,"{'RMSD': 100.42792436973505, 'bias': 0.00020738127864206035, 'rcor': 0.7821181467312155, 'quot_std': 1.0518772638248894}",151.51142471484417,"{'RMSD': 98.9249870750867, 'bias': 2.6508471592023852e-05, 'rcor': 0.7707649063182912, 'quot_std': 0.9821639444556222}"
RGI60-11.00619,RGI60-11.00619,261.39232188863514,"{'RMSD': 103.65421462684704, 'bias': -0.0001647627841521171, 'rcor': 0.7836092500235011, 'quot_std': 1.3528863936895341}",224.21840854101248,"{'RMSD': 89.45769030475107, 'bias': -8.601135868957499e-05, 'rcor': 0.7769897386655686, 'quot_std': 1.1534849612236415}",215.26176281272168,"{'RMSD': 77.91085871072882, 'bias': -0.06735181391923106, 'rcor': 0.8209839760918956, 'quot_std': 1.1083793227574348}",187.5813166757977,"{'RMSD': 71.67001135032936, 'bias': -0.05950427624907206, 'rcor': 0.8206866948799607, 'quot_std': 0.9835497669943368}",220.56473285994127,"{'RMSD': 88.05529503719045, 'bias': 0.0001784410496838973, 'rcor': 0.8276112510672706, 'quot_std': 1.2709298625664576}",177.60153577545162,"{'RMSD': 71.86129024640736, 'bias': 0.00017367415364333283, 'rcor': 0.8455711078828484, 'quot_std': 1.0951100231752315}"
RGI60-11.00638,RGI60-11.00638,222.75956278902663,"{'RMSD': 179.44676040355913, 'bias': -8.813587237455067e-05, 'rcor': 0.58707436984434, 'quot_std': 1.5589441890559874}",176.06542401602258,"{'RMSD': 118.59454783961547, 'bias': -0.000131522611809487, 'rcor': 0.7714523300395464, 'quot_std': 1.3089615729457598}",190.89812972133709,"{'RMSD': 135.37510681634876, 'bias': -0.061210810159991524, 'rcor': 0.6548164732199617, 'quot_std': 1.2464831114358725}",154.1018706354029,"{'RMSD': 97.02623652385232, 'bias': -0.049925444318205336, 'rcor': 0.7944847441468107, 'quot_std': 1.1185521413980246}",193.54599438585285,"{'RMSD': 119.91190803251503, 'bias': 1.4430390365305357e-05, 'rcor': 0.69640374370937, 'quot_std': 1.156530250726248}",142.4276267965075,"{'RMSD': 94.176440556694, 'bias': -0.00013352253449738782, 'rcor': 0.760880113015399, 'quot_std': 0.9591242527856232}"
RGI60-11.00647,RGI60-11.00647,194.80786355412528,"{'RMSD': 98.39749888316268, 'bias': 2.551106933879055e-05, 'rcor': 0.8745289026374997, 'quot_std': 0.8812936498034685}",167.4253778637699,"{'RMSD': 108.95854987274296, 'bias': -9.837764707754104e-05, 'rcor': 0.8423342101930585, 'quot_std': 0.7616720544575177}",165.40380187402806,"{'RMSD': 108.67858221183663, 'bias': -0.05131056752770746, 'rcor': 0.8440861423265688, 'quot_std': 0.7486974867186246}",144.02701973258502,"{'RMSD': 116.44843648720969, 'bias': -0.046012242390133906, 'rcor': 0.8262970379094838, 'quot_std': 0.6626788921198321}",169.39256879348724,"{'RMSD': 88.05367081141284, 'bias': 1.5172202893154463e-05, 'rcor': 0.9009769339786488, 'quot_std': 0.8074865934863827}",133.91419200700494,"{'RMSD': 95.29245728623039, 'bias': 6.000424980356911e-05, 'rcor': 0.8964854674990238, 'quot_std': 0.6944378512447159}"
RGI60-11.00719,RGI60-11.00719,415.8894217756595,"{'RMSD': 160.2405585589988, 'bias': -0.00010110473181157431, 'rcor': 0.8555895453600406, 'quot_std': 2.94141758318477}",337.36614020093225,"{'RMSD': 131.29910005044218, 'bias': -6.958936012324557e-05, 'rcor': 0.8559383888266473, 'quot_std': 2.538060936547822}",304.7537135291448,"{'RMSD': 111.97904744720057, 'bias': -0.08894785655536452, 'rcor': 0.8683119562953313, 'quot_std': 2.283631884765862}",257.88894630018183,"{'RMSD': 99.28569149626163, 'bias': -0.07768604350746955, 'rcor': 0.8591641851221085, 'quot_std': 2.086264831690104}",298.2102766710372,"{'RMSD': 101.27494666613296, 'bias': 1.2806148674826545e-05, 'rcor': 0.8833571374605025, 'quot_std': 2.1551411665969993}",235.13811384199914,"{'RMSD': 86.09624829386178, 'bias': 2.7164046514371876e-05, 'rcor': 0.8768548854997126, 'quot_std': 1.9235948582707172}"
RGI60-11.00781,RGI60-11.00781,152.12061954687812,"{'RMSD': 77.93054074423507, 'bias': -3.631026879702404e-05, 'rcor': 0.7952201811092601, 'quot_std': 1.1010624258594661}",140.26504169941154,"{'RMSD': 77.48583187756562, 'bias': -6.275583541537344e-05, 'rcor': 0.787561092839936, 'quot_std': 1.0658225065836904}",133.12392289781397,"{'RMSD': 72.69619310870944, 'bias': -0.04167220889746659, 'rcor': 0.8015057079116543, 'quot_std': 1.0165783352468127}",123.59888436735223,"{'RMSD': 72.71435707232988, 'bias': -0.039187347428310204, 'rcor': 0.7958918756980334, 'quot_std': 0.991710059370321}",134.59463330595815,"{'RMSD': 66.39188460569571, 'bias': -8.879562597030599e-05, 'rcor': 0.8379118923383053, 'quot_std': 1.0333690592859197}",120.70910119205055,"{'RMSD': 67.0779691524647, 'bias': 1.497757580182224e-06, 'rcor': 0.8265781116318084, 'quot_std': 0.99314514478047}"
RGI60-11.00787,RGI60-11.00787,245.10763235895797,"{'RMSD': 92.63298943732461, 'bias': -3.6071492331757327e-05, 'rcor': 0.8196057893842793, 'quot_std': 1.8092198412223446}",212.7940092138958,"{'RMSD': 81.1428689156907, 'bias': 3.079360357105543e-05, 'rcor': 0.8164314064186113, 'quot_std': 1.6354243965335655}",196.36480191146114,"{'RMSD': 74.6646828515725, 'bias': -0.05373335535375645, 'rcor': 0.8063249986866469, 'quot_std': 1.514838601273503}",174.08792510693743,"{'RMSD': 69.49295783328151, 'bias': -0.04915654147725945, 'rcor': 0.8004997227711317, 'quot_std': 1.417081424769377}",194.58275043943252,"{'RMSD': 67.49280107628461, 'bias': 2.5316896994809213e-05, 'rcor': 0.8223279066061384, 'quot_std': 1.4325045941985393}",162.02763474658565,"{'RMSD': 60.50346813767756, 'bias': 1.152729720388379e-05, 'rcor': 0.8241904534398167, 'quot_std': 1.314280358851515}"
RGI60-11.00797,RGI60-11.00797,203.79395812523248,"{'RMSD': 117.58486718085454, 'bias': -6.264947688805478e-05, 'rcor': 0.6617948761857657, 'quot_std': 0.8437311632610704}",180.95906096319746,"{'RMSD': 126.1310515669535, 'bias': 1.9945006727084547e-05, 'rcor': 0.6252543367987782, 'quot_std': 0.8878867826504712}",172.16691542101472,"{'RMSD': 99.31519916558865, 'bias': -0.054150976943731166, 'rcor': 0.7505695829016049, 'quot_std': 0.7598763789235834}",154.7357193053886,"{'RMSD': 103.62384621325026, 'bias': -0.05044776223758163, 'rcor': 0.7269644010573537, 'quot_std': 0.7652339540016442}",173.11632081889042,"{'RMSD': 72.43085215928501, 'bias': -3.825110621846761e-05, 'rcor': 0.8758130879298514, 'quot_std': 0.7970487100035683}",148.5383678768452,"{'RMSD': 80.02642091796984, 'bias': 9.783160476217745e-05, 'rcor': 0.8459166549291794, 'quot_std': 0.7666249038079248}"
RGI60-11.00804,RGI60-11.00804,174.83046079094274,"{'RMSD': 85.39442576824374, 'bias': 1.4298871064966079e-05, 'rcor': 0.7903508248695894, 'quot_std': 1.2097604826620239}",157.6914139777418,"{'RMSD': 83.05838466627453, 'bias': -0.00013771370925041992, 'rcor': 0.7867178853212342, 'quot_std': 1.1629409945163043}",150.79891093072746,"{'RMSD': 80.66862798189929, 'bias': -0.04673846496950773, 'rcor': 0.7871236473467642, 'quot_std': 1.1239276226695132}",137.4340680005453,"{'RMSD': 79.52415410518039, 'bias': -0.043330903067840154, 'rcor': 0.78365196746396, 'quot_std': 1.091712004955006}",153.3773159847126,"{'RMSD': 77.73077500092512, 'bias': -6.194568516093568e-05, 'rcor': 0.8056739063352795, 'quot_std': 1.1329971961715408}",134.41508451227259,"{'RMSD': 75.96806632619176, 'bias': -3.002071480295854e-08, 'rcor': 0.7997335798202235, 'quot_std': 1.0797891445351944}"
RGI60-11.00807,RGI60-11.00807,178.1430488460045,"{'RMSD': 114.89797351199172, 'bias': -1.987780990475585e-05, 'rcor': 0.7288022316716194, 'quot_std': 0.8566312765184626}",163.81829897930402,"{'RMSD': 115.07728355843003, 'bias': 2.493311455964431e-05, 'rcor': 0.7285069649502691, 'quot_std': 0.8593036063418269}",154.5725976186816,"{'RMSD': 89.66552512840785, 'bias': -0.0485711108774467, 'rcor': 0.8382105446674345, 'quot_std': 0.7069133505400841}",143.19389256884955,"{'RMSD': 90.14908031378972, 'bias': -0.0459516323171556, 'rcor': 0.8363466466119622, 'quot_std': 0.7042033558269563}",155.3279944383816,"{'RMSD': 75.78053691259437, 'bias': -9.2220553824518e-06, 'rcor': 0.8957231566580643, 'quot_std': 0.7100645755682847}",138.818951147725,"{'RMSD': 82.81636161445078, 'bias': -0.00020652856210290338, 'rcor': 0.8726559971468538, 'quot_std': 0.6832222206991893}"
RGI60-11.00843,RGI60-11.00843,289.977225226998,"{'RMSD': 130.61191026934586, 'bias': -0.00010546517455622961, 'rcor': 0.6963539224583617, 'quot_std': 1.4912265322935128}",234.29114066761494,"{'RMSD': 116.9911685713363, 'bias': 5.134132061357377e-05, 'rcor': 0.6966394287032021, 'quot_std': 1.3354231060752417}",242.27351749143142,"{'RMSD': 111.0851029473351, 'bias': -0.0692634900944995, 'rcor': 0.7198504207006556, 'quot_std': 1.3113877058965782}",200.63802544774435,"{'RMSD': 102.9463061894654, 'bias': -0.05987483685373718, 'rcor': 0.7202343983235717, 'quot_std': 1.2052078912914062}",244.48533277324745,"{'RMSD': 104.169995934299, 'bias': -3.093871180226415e-05, 'rcor': 0.755784334972107, 'quot_std': 1.3050341012401974}",185.41381764841483,"{'RMSD': 94.23430278966099, 'bias': -1.9789242742263013e-06, 'rcor': 0.7496933643898654, 'quot_std': 1.1534017780069021}"
RGI60-11.00892,RGI60-11.00892,253.52284740817615,"{'RMSD': 222.94874741259486, 'bias': 9.704622183903666e-05, 'rcor': 0.2719733741980657, 'quot_std': 1.3765855108698566}",210.8651387696582,"{'RMSD': 204.8140841629337, 'bias': -6.308540844202071e-05, 'rcor': 0.34101719638147204, 'quot_std': 1.305328281703007}",216.4312136720121,"{'RMSD': 184.89087669786596, 'bias': -0.05627011881540511, 'rcor': 0.4018303647674132, 'quot_std': 1.2052175625182446}",183.84089347593044,"{'RMSD': 175.87827825549758, 'bias': -0.05150872574074583, 'rcor': 0.4352882394301035, 'quot_std': 1.1664976941460437}",219.11036343093494,"{'RMSD': 152.56856225889914, 'bias': -5.5310330793645335e-05, 'rcor': 0.5210702822344239, 'quot_std': 1.0605310745670682}",171.21159220292262,"{'RMSD': 149.3092241408324, 'bias': -0.0001263234231601018, 'rcor': 0.4792641166316135, 'quot_std': 0.9462795753015271}"
RGI60-11.00897,RGI60-11.00897,213.54035161208415,"{'RMSD': 76.15389766199783, 'bias': 9.84331799145366e-05, 'rcor': 0.8683767746815698, 'quot_std': 1.6193051597664783}",195.30484230536882,"{'RMSD': 70.57227279338089, 'bias': 3.3276139220106415e-05, 'rcor': 0.8675780178084296, 'quot_std': 1.537289820850085}",181.02758579156924,"{'RMSD': 64.76979835636507, 'bias': -0.051268957266643156, 'rcor': 0.8691786333594478, 'quot_std': 1.4539838086285906}",167.18990274398496,"{'RMSD': 61.393465918717844, 'bias': -0.048374709723361775, 'rcor': 0.8688678879731685, 'quot_std': 1.400289853364781}",180.40497243326436,"{'RMSD': 61.547893253673884, 'bias': 1.943524841863109e-05, 'rcor': 0.8748745281198906, 'quot_std': 1.417970311501995}",159.90104553835286,"{'RMSD': 56.32691792532545, 'bias': -5.983458459013491e-05, 'rcor': 0.8795904142812934, 'quot_std': 1.3460882050284515}"
RGI60-11.00918,RGI60-11.00918,283.0595329834064,"{'RMSD': 301.46356033394915, 'bias': -9.172612564611882e-05, 'rcor': 0.3821306057752631, 'quot_std': 1.6954772417227741}",235.26595878915163,"{'RMSD': 297.15046990773624, 'bias': -4.3741410081565846e-05, 'rcor': 0.3409440057581467, 'quot_std': 1.621538774742047}",246.20217438720505,"{'RMSD': 262.385473865867, 'bias': -0.060679075946382, 'rcor': 0.32384230244157375, 'quot_std': 1.3758748742027236}",208.30651255256524,"{'RMSD': 260.3921716203186, 'bias': -0.05396131399854198, 'rcor': 0.28438621889298826, 'quot_std': 1.3169561537127115}",248.632142267696,"{'RMSD': 215.77180953619873, 'bias': 6.583790269587553e-05, 'rcor': 0.4153044203542989, 'quot_std': 1.1562859081775254}",192.56253290385519,"{'RMSD': 210.4974118418423, 'bias': 5.0260011420277806e-05, 'rcor': 0.34455599370812523, 'quot_std': 1.0193187043058396}"
RGI60-11.00929,RGI60-11.00929,,,,,,,,,,,,
RGI60-11.00957,RGI60-11.00957,182.9738895021128,"{'RMSD': 78.75985099127497, 'bias': -3.7506166108869365e-05, 'rcor': 0.9340240313835264, 'quot_std': 0.9875703307901817}",169.1693965878378,"{'RMSD': 74.20894689707417, 'bias': -8.868702479958301e-05, 'rcor': 0.939466614974919, 'quot_std': 0.9716393934006259}",155.72876996814796,"{'RMSD': 76.99828329295461, 'bias': -0.04554106179955397, 'rcor': 0.9261138296715176, 'quot_std': 0.7519194978661845}",145.09397581477143,"{'RMSD': 74.7275609858221, 'bias': -0.043093612484540245, 'rcor': 0.9331379402690088, 'quot_std': 0.7380187037303012}",152.69185819089924,"{'RMSD': 89.20415017855956, 'bias': -0.0002010954571005641, 'rcor': 0.9007312869094952, 'quot_std': 0.7071543323317886}",137.42776293521712,"{'RMSD': 86.75691721043376, 'bias': -0.00014490029184344166, 'rcor': 0.9119901466413309, 'quot_std': 0.6840537025725648}"
RGI60-11.01238,RGI60-11.01238,277.85636992840364,"{'RMSD': 268.6660918309317, 'bias': -0.00021592243683699053, 'rcor': 0.8128544629308512, 'quot_std': 2.0380318630418475}",245.92251381980654,"{'RMSD': 240.64486944898167, 'bias': -2.104737291119818e-05, 'rcor': 0.8221587449089801, 'quot_std': 1.894280034745165}",246.43771417375325,"{'RMSD': 241.4172047825828, 'bias': -0.05799850221956149, 'rcor': 0.8290429933130408, 'quot_std': 1.9099612245923565}",220.13393858421986,"{'RMSD': 222.50300588347636, 'bias': -0.05372132401771523, 'rcor': 0.8329610524635984, 'quot_std': 1.8080270589484373}",247.3646297882045,"{'RMSD': 232.1684362387148, 'bias': 7.845856271160301e-05, 'rcor': 0.8347096000489985, 'quot_std': 1.8665990464770776}",210.0107949537136,"{'RMSD': 208.04456993882943, 'bias': 0.00011970619357271062, 'rcor': 0.8442689148629557, 'quot_std': 1.7436658053047345}"
RGI60-11.01367,RGI60-11.01367,177.03037779342154,"{'RMSD': 297.5647403274375, 'bias': -6.009440016896406e-05, 'rcor': 0.4506284101739898, 'quot_std': 2.1249304889141287}",165.88537931429968,"{'RMSD': 279.5346222142476, 'bias': 8.716637341876776e-05, 'rcor': 0.49602286202905155, 'quot_std': 2.0498864639588654}",161.7796402623227,"{'RMSD': 276.6142685210108, 'bias': -0.04320459641951402, 'rcor': 0.47083829921125575, 'quot_std': 1.9990174046726221}",151.46566756809543,"{'RMSD': 260.15617532342446, 'bias': -0.041188130344039564, 'rcor': 0.5145190476992535, 'quot_std': 1.9327425352670928}",161.58354243626346,"{'RMSD': 252.24522362256997, 'bias': -1.0066417871712474e-05, 'rcor': 0.6115711612275624, 'quot_std': 1.9979757896986758}",146.04962818415268,"{'RMSD': 228.88028634722738, 'bias': 0.00011119217299437878, 'rcor': 0.6222575868879503, 'quot_std': 1.842705679672875}"
RGI60-11.01376,RGI60-11.01376,199.13924758975853,"{'RMSD': 285.24060293302915, 'bias': -6.560936151345231e-05, 'rcor': 0.7176182680214358, 'quot_std': 1.3118317137331656}",185.20759632168898,"{'RMSD': 266.8646185907138, 'bias': -2.4249905663964455e-05, 'rcor': 0.7405540757082433, 'quot_std': 1.271844269053306}",181.972130590454,"{'RMSD': 257.853423894624, 'bias': -0.04614761171774262, 'rcor': 0.7404980907326865, 'quot_std': 1.2294869338628507}",169.0867773340664,"{'RMSD': 239.93983043809325, 'bias': -0.04335410285057151, 'rcor': 0.7649555677034677, 'quot_std': 1.1937692842619896}",182.82107266757905,"{'RMSD': 223.7130809876087, 'bias': -9.728553141030716e-05, 'rcor': 0.8336254867610602, 'quot_std': 1.2706047613648939}",163.0241650266155,"{'RMSD': 198.32305907377392, 'bias': -0.0002454782477343542, 'rcor': 0.8410444158126368, 'quot_std': 1.1677934689867862}"
RGI60-11.01450,RGI60-11.01450,403.75950242573623,"{'RMSD': 142.76783368768963, 'bias': 0.00012632588470751216, 'rcor': 0.8487780225551566, 'quot_std': 1.9761804313997973}",359.1658647770913,"{'RMSD': 136.67210942595176, 'bias': 7.686803485285054e-06, 'rcor': 0.8535514117565468, 'quot_std': 1.9251779114786913}",337.83869594451136,"{'RMSD': 120.3689313157204, 'bias': -0.08213235533673924, 'rcor': 0.8744839141789045, 'quot_std': 1.8028948142869299}",303.90706203279126,"{'RMSD': 115.98648253600118, 'bias': -0.07704480886468446, 'rcor': 0.8750903307709212, 'quot_std': 1.7606682433802252}",328.5888863919748,"{'RMSD': 114.95963040085505, 'bias': -0.00023089880068027924, 'rcor': 0.8678853164201378, 'quot_std': 1.7367558014717748}",281.2183582559257,"{'RMSD': 108.33980193127927, 'bias': -3.075763538618048e-05, 'rcor': 0.8682010815416804, 'quot_std': 1.6703163315382223}"
